Season,T1_ID,T2_ID,WScore,LScore,Target,SeasonAvgScore_T1,SeasonWinRatio_T1,TeamName_T1,SeedNumber_T1,SeasonAvgScore_T2,SeasonWinRatio_T2,TeamName_T2,SeedNumber_T2,Gender
2001,1458,1209,50,49,0,58.81111111111111,0.6428571428571429,Wisconsin,6.0,76.64500000000001,0.8620689655172413,Georgia St,11.0,Men
2001,1166,1234,69,56,0,70.29166666666666,0.7741935483870968,Creighton,10.0,72.52272727272728,0.6666666666666666,Iowa,7.0,Men
2001,1231,1245,77,73,0,68.86309523809524,0.6363636363636364,Indiana,4.0,68.78282828282829,0.7096774193548387,Kent,13.0,Men
2001,1208,1281,70,68,0,72.53571428571428,0.5333333333333333,Georgia,8.0,73.98611111111111,0.6,Missouri,9.0,Men
2001,1210,1386,66,62,0,74.7156862745098,0.5862068965517241,Georgia Tech,8.0,78.65333333333334,0.8064516129032258,St Joseph's PA,9.0,Men
2001,1422,1390,89,60,0,73.04797979797979,0.6206896551724138,UNC Greensboro,16.0,78.67307692307692,0.9285714285714286,Stanford,1.0,Men
2001,1220,1417,61,48,0,71.5673076923077,0.8666666666666667,Hofstra,13.0,79.35714285714286,0.7241379310344828,UCLA,4.0,Men
2001,1326,1429,77,68,0,69.425,0.6666666666666666,Ohio St,5.0,68.61304347826086,0.8214285714285714,Utah St,12.0,Men
2001,1448,1139,79,63,0,75.29473684210527,0.6551724137931034,Wake Forest,7.0,68.47619047619048,0.75,Butler,10.0,Men
2001,1443,1196,69,56,0,71.73809523809524,0.7777777777777778,WKU,14.0,77.92391304347825,0.7931034482758621,Florida,3.0,Men
2001,1438,1211,86,85,0,80.2875,0.7142857142857143,Virginia,5.0,79.08333333333334,0.7931034482758621,Gonzaga,12.0,Men
2001,1322,1228,96,54,0,71.875,0.6,Northwestern LA,16.0,74.61309523809524,0.7741935483870968,Illinois,1.0,Men
2001,1233,1279,72,70,0,76.27142857142857,0.6774193548387096,Iona,14.0,69.06547619047619,0.7741935483870968,Mississippi,3.0,Men
2001,1344,1336,69,59,0,72.49166666666667,0.6896551724137931,Providence,10.0,75.73205741626795,0.6333333333333333,Penn St,7.0,Men
2001,1400,1396,79,65,0,67.33333333333334,0.75,Texas,6.0,68.14285714285714,0.6363636363636364,Temple,11.0,Men
2001,1281,1181,94,81,0,73.98611111111111,0.6,Missouri,9.0,88.11637931034483,0.8787878787878788,Duke,1.0,Men
2001,1209,1268,79,60,0,76.64500000000001,0.8620689655172413,Georgia St,11.0,83.71428571428572,0.6774193548387096,Maryland,3.0,Men
2001,1386,1390,90,83,0,78.65333333333334,0.8064516129032258,St Joseph's PA,9.0,78.67307692307692,0.9285714285714286,Stanford,1.0,Men
2001,1139,1112,73,52,0,68.47619047619048,0.75,Butler,10.0,78.00324675324674,0.7586206896551724,Arizona,2.0,Men
2001,1150,1228,79,61,0,76.55714285714285,0.6774193548387096,Charlotte,9.0,74.61309523809524,0.7741935483870968,Illinois,1.0,Men
2001,1393,1242,87,58,0,69.79166666666666,0.75,Syracuse,5.0,75.8030303030303,0.7857142857142857,Kansas,4.0,Men
2001,1153,1390,78,65,0,69.70289855072464,0.71875,Cincinnati,5.0,78.67307692307692,0.9285714285714286,Stanford,1.0,Men
2001,1246,1425,80,76,0,76.85353535353535,0.7096774193548387,Kentucky,2.0,74.53611111111111,0.6896551724137931,USC,6.0,Men
2001,1242,1228,80,64,0,75.8030303030303,0.7857142857142857,Kansas,4.0,74.61309523809524,0.7741935483870968,Illinois,1.0,Men
2001,1211,1277,77,62,0,79.08333333333334,0.7931034482758621,Gonzaga,12.0,70.95833333333334,0.8571428571428571,Michigan St,1.0,Men
2001,1425,1181,79,69,0,74.53611111111111,0.6896551724137931,USC,6.0,88.11637931034483,0.8787878787878788,Duke,1.0,Men
2001,1390,1268,87,73,0,78.67307692307692,0.9285714285714286,Stanford,1.0,83.71428571428572,0.6774193548387096,Maryland,3.0,Men
2001,1277,1112,80,61,0,70.95833333333334,0.8571428571428571,Michigan St,1.0,78.00324675324674,0.7586206896551724,Arizona,2.0,Men
2002,1108,1373,81,77,0,75.60277777777779,0.6896551724137931,Alcorn St,16.0,69.82638888888889,0.47058823529411764,Siena,16.0,Men
2002,1364,1112,86,81,0,65.7921052631579,0.6551724137931034,UC Santa Barbara,14.0,82.02525252525251,0.7096774193548387,Arizona,3.0,Men
2002,1428,1231,75,56,0,65.57565789473685,0.7037037037037037,Utah,12.0,67.19856459330144,0.6333333333333333,Indiana,5.0,Men
2002,1221,1242,70,59,0,62.214285714285715,0.5625,Holy Cross,16.0,83.61111111111111,0.9,Kansas,1.0,Men
2002,1434,1246,83,68,0,75.10416666666666,0.7741935483870968,Valparaiso,13.0,73.81871345029239,0.6785714285714286,Kentucky,4.0,Men
2002,1150,1323,82,63,0,71.32575757575758,0.6206896551724138,Charlotte,9.0,76.025,0.6666666666666666,Notre Dame,8.0,Men
2002,1172,1326,69,64,0,67.52777777777777,0.6666666666666666,Davidson,13.0,72.04347826086956,0.7666666666666667,Ohio St,4.0,Men
2002,1425,1423,93,89,0,75.66919191919192,0.7096774193548387,USC,4.0,66.77272727272728,0.7096774193548387,UNC Wilmington,13.0,Men
2002,1211,1461,73,66,0,74.51190476190476,0.9032258064516129,Gonzaga,6.0,72.825,0.7142857142857143,Wyoming,11.0,Men
2002,1196,1166,83,82,0,76.47727272727272,0.7333333333333333,Florida,5.0,73.48863636363637,0.7333333333333333,Creighton,12.0,Men
2002,1373,1268,85,70,0,69.82638888888889,0.47058823529411764,Siena,16.0,79.14423076923077,0.8666666666666667,Maryland,1.0,Men
2002,1270,1280,70,58,0,69.4875,0.7142857142857143,McNeese St,14.0,69.67857142857143,0.7878787878787878,Mississippi St,3.0,Men
2002,1130,1400,70,57,0,72.05,0.6451612903225806,Boston College,11.0,77.60765550239235,0.6333333333333333,Texas,6.0,Men
2002,1423,1231,76,67,0,66.77272727272728,0.7096774193548387,UNC Wilmington,13.0,67.19856459330144,0.6333333333333333,Indiana,5.0,Men
2002,1390,1242,86,63,0,79.58187134502924,0.6785714285714286,Stanford,8.0,83.61111111111111,0.9,Kansas,1.0,Men
2002,1326,1281,83,67,0,72.04347826086956,0.7666666666666667,Ohio St,4.0,77.75757575757575,0.65625,Missouri,12.0,Men
2002,1458,1268,87,57,0,65.24019607843137,0.5862068965517241,Wisconsin,8.0,79.14423076923077,0.8666666666666667,Maryland,1.0,Men
2002,1208,1356,77,75,0,74.27777777777777,0.7,Georgia,3.0,73.95879120879121,0.7878787878787878,S Illinois,11.0,Men
2002,1280,1400,68,64,0,69.67857142857143,0.7878787878787878,Mississippi St,3.0,77.60765550239235,0.6333333333333333,Texas,6.0,Men
2002,1153,1417,105,101,0,71.4,0.9090909090909091,Cincinnati,1.0,72.74162679425837,0.6333333333333333,UCLA,8.0,Men
2002,1338,1245,78,73,0,69.33076923076923,0.8387096774193549,Pittsburgh,3.0,71.37692307692308,0.8387096774193549,Kent,10.0,Men
2002,1228,1242,73,69,0,74.8288043478261,0.7419354838709677,Illinois,4.0,83.61111111111111,0.9,Kansas,1.0,Men
2002,1245,1231,81,69,0,71.37692307692308,0.8387096774193549,Kent,10.0,67.19856459330144,0.6333333333333333,Indiana,5.0,Men
2002,1281,1328,81,75,0,77.75757575757575,0.65625,Missouri,12.0,73.97685185185185,0.8709677419354839,Oklahoma,2.0,Men
2002,1163,1268,90,82,0,73.95833333333333,0.8,Connecticut,2.0,79.14423076923077,0.8666666666666667,Maryland,1.0,Men
2003,1411,1421,92,84,0,71.66666666666666,0.6,TX Southern,16.0,71.98798076923077,0.4482758620689655,UNC Asheville,16.0,Men
2003,1272,1113,84,71,0,74.07971014492753,0.7931034482758621,Memphis,7.0,74.45202020202021,0.6206896551724138,Arizona St,10.0,Men
2003,1166,1141,79,73,0,74.71982758620689,0.8787878787878788,Creighton,6.0,73.67391304347825,0.7931034482758621,C Michigan,11.0,Men
2003,1301,1143,76,74,0,71.02777777777777,0.6,NC State,9.0,73.17261904761905,0.7241379310344828,California,8.0,Men
2003,1140,1163,58,53,0,70.95923913043478,0.7419354838709677,BYU,12.0,76.5952380952381,0.7,Connecticut,5.0,Men
2003,1161,1181,67,57,0,73.1764705882353,0.5666666666666667,Colorado St,14.0,78.91666666666666,0.8,Duke,3.0,Men
2003,1153,1211,74,69,0,65.90106951871658,0.6071428571428571,Cincinnati,8.0,75.73913043478261,0.7419354838709677,Gonzaga,9.0,Men
2003,1443,1228,65,60,0,71.47554347826087,0.7419354838709677,WKU,13.0,71.27083333333333,0.8,Illinois,4.0,Men
2003,1429,1242,64,61,0,63.43181818181818,0.7333333333333333,Utah St,15.0,76.54658385093168,0.7666666666666667,Kansas,2.0,Men
2003,1356,1281,72,71,0,71.77083333333334,0.8,S Illinois,11.0,69.60714285714286,0.6774193548387096,Missouri,6.0,Men
2003,1454,1323,70,69,0,75.82298136645963,0.7666666666666667,WI Milwaukee,12.0,78.88636363636363,0.7096774193548387,Notre Dame,5.0,Men
2003,1360,1390,77,69,0,73.51604278074866,0.6071428571428571,San Diego,13.0,70.21739130434783,0.7419354838709677,Stanford,4.0,Men
2003,1451,1458,81,74,0,70.025,0.8620689655172413,Weber St,12.0,67.50649350649351,0.7586206896551724,Wisconsin,5.0,Men
2003,1386,1120,65,63,0,68.17391304347825,0.7931034482758621,St Joseph's PA,7.0,67.99282296650718,0.6333333333333333,Auburn,10.0,Men
2003,1280,1139,47,46,0,67.83333333333334,0.7,Mississippi St,5.0,66.6125,0.8275862068965517,Butler,12.0,Men
2003,1358,1196,85,55,0,70.8452380952381,0.7777777777777778,Sam Houston St,15.0,71.99107142857143,0.7741935483870968,Florida,2.0,Men
2003,1104,1231,67,62,0,67.80748663101605,0.6071428571428571,Alabama,10.0,68.89166666666667,0.625,Indiana,7.0,Men
2003,1237,1246,95,64,0,70.2753036437247,0.59375,IUPUI,16.0,71.316091954023,0.90625,Kentucky,1.0,Men
2003,1122,1257,86,64,0,67.15357142857142,0.7407407407407407,Austin Peay,13.0,78.89583333333334,0.8,Louisville,4.0,Men
2003,1160,1277,79,64,0,73.12954545454545,0.6451612903225806,Colorado,10.0,66.21710526315789,0.6129032258064516,Michigan St,7.0,Men
2003,1447,1338,87,61,0,74.82857142857142,0.6774193548387096,Wagner,15.0,70.22115384615384,0.8666666666666667,Pittsburgh,2.0,Men
2003,1264,1393,76,65,0,73.64492753623188,0.7931034482758621,Manhattan,14.0,73.4125,0.8275862068965517,Syracuse,3.0,Men
2003,1332,1428,60,58,0,78.39855072463769,0.71875,Oregon,8.0,64.19254658385094,0.7666666666666667,Utah,9.0,Men
2003,1190,1448,76,73,0,78.59117647058824,0.6296296296296297,ETSU,15.0,74.37083333333334,0.8275862068965517,Wake Forest,2.0,Men
2003,1407,1462,71,59,0,75.06,0.8333333333333334,Troy,14.0,70.7,0.8333333333333334,Xavier,3.0,Men
2003,1211,1112,96,95,0,75.73913043478261,0.7419354838709677,Gonzaga,9.0,81.6,0.8928571428571429,Arizona,1.0,Men
2003,1113,1242,108,76,0,74.45202020202021,0.6206896551724138,Arizona St,10.0,76.54658385093168,0.7666666666666667,Kansas,2.0,Men
2003,1409,1458,61,60,0,72.5429292929293,0.7096774193548387,Tulsa,13.0,67.50649350649351,0.7586206896551724,Wisconsin,5.0,Men
2003,1462,1268,77,64,0,70.7,0.8333333333333334,Xavier,3.0,78.7953216374269,0.6785714285714286,Maryland,6.0,Men
2003,1196,1277,68,46,0,71.99107142857143,0.7741935483870968,Florida,2.0,66.21710526315789,0.6129032258064516,Michigan St,7.0,Men
2003,1231,1338,74,52,0,68.89166666666667,0.625,Indiana,7.0,70.22115384615384,0.8666666666666667,Pittsburgh,2.0,Men
2003,1329,1393,68,56,0,65.86666666666667,0.6896551724137931,Oklahoma St,6.0,73.4125,0.8275862068965517,Syracuse,3.0,Men
2003,1345,1400,77,67,0,68.82777777777778,0.6428571428571429,Purdue,9.0,79.6969696969697,0.7857142857142857,Texas,1.0,Men
2003,1338,1266,77,74,0,70.22115384615384,0.8666666666666667,Pittsburgh,2.0,76.8304347826087,0.8214285714285714,Marquette,3.0,Men
2003,1120,1393,79,78,0,67.99282296650718,0.6333333333333333,Auburn,10.0,73.4125,0.8275862068965517,Syracuse,3.0,Men
2003,1266,1242,94,61,0,76.8304347826087,0.8214285714285714,Marquette,3.0,76.54658385093168,0.7666666666666667,Kansas,2.0,Men
2003,1400,1393,95,84,0,79.6969696969697,0.7857142857142857,Texas,1.0,73.4125,0.8275862068965517,Syracuse,3.0,Men
2004,1356,1104,65,64,0,67.485,0.8620689655172413,S Illinois,9.0,71.34313725490196,0.5862068965517241,Alabama,8.0,Men
2004,1436,1163,70,53,0,64.48295454545455,0.7333333333333333,Vermont,15.0,74.12962962962962,0.8181818181818182,Connecticut,2.0,Men
2004,1173,1177,76,69,0,64.64583333333334,0.75,Dayton,10.0,69.73015873015873,0.7,DePaul,7.0,Men
2004,1434,1211,76,49,0,71.5,0.5862068965517241,Valparaiso,15.0,78.01851851851852,0.9310344827586207,Gonzaga,2.0,Men
2004,1196,1264,75,60,0,74.425,0.6666666666666666,Florida,5.0,67.47916666666666,0.8275862068965517,Manhattan,12.0,Men
2004,1102,1314,63,52,0,55.32575757575758,0.7857142857142857,Air Force,11.0,82.03333333333333,0.6428571428571429,North Carolina,6.0,Men
2004,1427,1390,71,45,0,71.19791666666667,0.5714285714285714,UT San Antonio,16.0,68.17241379310344,0.9666666666666667,Stanford,1.0,Men
2004,1343,1400,66,49,0,58.95864661654136,0.7307692307692307,Princeton,14.0,72.7639751552795,0.7666666666666667,Texas,3.0,Men
2004,1150,1403,76,73,0,75.94940476190476,0.7241379310344828,Charlotte,9.0,70.92272727272727,0.6875,Texas Tech,8.0,Men
2004,1428,1130,58,51,0,61.307065217391305,0.7419354838709677,Utah,11.0,66.89855072463769,0.71875,Boston College,6.0,Men
2004,1190,1153,80,77,0,76.77083333333334,0.8275862068965517,ETSU,13.0,75.375,0.8,Cincinnati,4.0,Men
2004,1320,1210,65,60,0,66.49166666666667,0.6896551724137931,Northern Iowa,14.0,77.13043478260869,0.71875,Georgia Tech,3.0,Men
2004,1284,1280,85,52,0,67.25324675324676,0.65625,Monmouth NJ,15.0,73.83333333333334,0.8928571428571429,Mississippi St,2.0,Men
2004,1344,1334,66,58,0,68.95,0.7142857142857143,Providence,5.0,65.87888198757764,0.7666666666666667,Pacific,12.0,Men
2004,1444,1435,71,58,0,74.67307692307692,0.8666666666666667,W Michigan,11.0,71.5,0.7,Vanderbilt,6.0,Men
2004,1257,1462,80,70,0,70.69444444444444,0.6896551724137931,Louisville,10.0,68.63695652173914,0.696969696969697,Xavier,7.0,Men
2004,1390,1104,70,67,0,68.17241379310344,0.9666666666666667,Stanford,1.0,71.34313725490196,0.5862068965517241,Alabama,8.0,Men
2004,1371,1181,90,62,0,70.19298245614036,0.6785714285714286,Seton Hall,8.0,78.3037037037037,0.84375,Duke,1.0,Men
2004,1268,1393,72,70,0,76.4090909090909,0.6333333333333333,Maryland,4.0,69.9047619047619,0.75,Syracuse,5.0,Men
2004,1314,1400,78,75,0,82.03333333333333,0.6428571428571429,North Carolina,6.0,72.7639751552795,0.7666666666666667,Texas,3.0,Men
2004,1264,1448,84,80,0,67.47916666666666,0.8275862068965517,Manhattan,12.0,81.2953216374269,0.6785714285714286,Wake Forest,4.0,Men
2004,1334,1242,78,63,0,65.87888198757764,0.7666666666666667,Pacific,12.0,70.775,0.7142857142857143,Kansas,4.0,Men
2004,1458,1338,59,55,0,64.20833333333333,0.8,Wisconsin,6.0,64.64285714285714,0.875,Pittsburgh,3.0,Men
2004,1246,1412,76,75,0,67.6826923076923,0.8666666666666667,Kentucky,1.0,72.44444444444444,0.6896551724137931,UAB,9.0,Men
2004,1280,1462,89,74,0,73.83333333333334,0.8928571428571429,Mississippi St,2.0,68.63695652173914,0.696969696969697,Xavier,7.0,Men
2004,1393,1104,80,71,0,69.9047619047619,0.75,Syracuse,5.0,71.34313725490196,0.5862068965517241,Alabama,8.0,Men
2004,1435,1163,73,53,0,71.5,0.7,Vanderbilt,6.0,74.12962962962962,0.8181818181818182,Connecticut,2.0,Men
2004,1448,1386,84,80,0,81.2953216374269,0.6785714285714286,Wake Forest,4.0,72.5925925925926,0.9642857142857143,St Joseph's PA,1.0,Men
2004,1305,1210,72,67,0,74.30681818181819,0.7333333333333333,Nevada,10.0,77.13043478260869,0.71875,Georgia Tech,3.0,Men
2004,1400,1462,79,71,0,72.7639751552795,0.7666666666666667,Texas,3.0,68.63695652173914,0.696969696969697,Xavier,7.0,Men
2004,1104,1163,87,71,0,71.34313725490196,0.5862068965517241,Alabama,8.0,74.12962962962962,0.8181818181818182,Connecticut,2.0,Men
2004,1386,1329,64,62,0,72.5925925925926,0.9642857142857143,St Joseph's PA,1.0,76.78846153846155,0.896551724137931,Oklahoma St,2.0,Men
2004,1329,1210,67,65,0,76.78846153846155,0.896551724137931,Oklahoma St,2.0,77.13043478260869,0.71875,Georgia Tech,3.0,Men
2005,1429,1112,66,53,0,68.83035714285714,0.7741935483870968,Utah St,14.0,75.64814814814815,0.8181818181818182,Arizona,3.0,Men
2005,1234,1153,76,64,0,71.8030303030303,0.65625,Iowa,10.0,73.38690476190476,0.7741935483870968,Cincinnati,7.0,Men
2005,1417,1403,78,66,0,72.57777777777778,0.6428571428571429,UCLA,11.0,74.15,0.6666666666666666,Texas Tech,6.0,Men
2005,1261,1412,82,68,0,72.78333333333333,0.6896551724137931,LSU,6.0,76.4952380952381,0.6774193548387096,UAB,11.0,Men
2005,1431,1428,60,54,0,70.38,0.78125,UTEP,11.0,63.459999999999994,0.8333333333333334,Utah,6.0,Men
2005,1151,1448,70,54,0,68.95294117647059,0.6296296296296297,Chattanooga,15.0,83.93846153846154,0.8387096774193549,Wake Forest,2.0,Men
2005,1166,1452,63,61,0,70.40869565217392,0.696969696969697,Creighton,10.0,66.63095238095238,0.6774193548387096,West Virginia,7.0,Men
2005,1104,1454,83,73,0,71.05900621118012,0.7666666666666667,Alabama,5.0,69.29545454545455,0.8148148148148148,WI Milwaukee,12.0,Men
2005,1416,1163,77,71,0,67.61011904761905,0.7241379310344828,UCF,15.0,74.5616883116883,0.7586206896551724,Connecticut,2.0,Men
2005,1325,1196,67,62,0,69.91904761904762,0.6774193548387096,Ohio,13.0,73.78260869565217,0.7666666666666667,Florida,4.0,Men
2005,1418,1257,68,62,0,70.91315789473684,0.6551724137931034,Louisiana,13.0,74.35185185185185,0.8709677419354839,Louisville,4.0,Men
2005,1324,1314,96,68,0,71.17929292929293,0.3793103448275862,Oakland,16.0,82.16203703703704,0.8709677419354839,North Carolina,1.0,Men
2005,1393,1436,60,57,0,71.34259259259258,0.8181818181818182,Syracuse,4.0,68.8125,0.8,Vermont,13.0,Men
2005,1320,1458,57,52,0,71.6,0.6666666666666666,Northern Iowa,11.0,63.97159090909091,0.7333333333333333,Wisconsin,6.0,Men
2005,1412,1112,85,63,0,76.4952380952381,0.6774193548387096,UAB,11.0,75.64814814814815,0.8181818181818182,Arizona,3.0,Men
2005,1211,1403,71,69,0,76.03999999999999,0.8620689655172413,Gonzaga,3.0,74.15,0.6666666666666666,Texas Tech,6.0,Men
2005,1328,1428,67,58,0,74.00595238095238,0.7741935483870968,Oklahoma,3.0,63.459999999999994,0.8333333333333334,Utah,6.0,Men
2005,1448,1452,111,105,0,83.93846153846154,0.8387096774193549,Wake Forest,2.0,66.63095238095238,0.6774193548387096,West Virginia,7.0,Men
2005,1130,1454,83,75,0,68.72916666666666,0.8571428571428571,Boston College,4.0,69.29545454545455,0.8148148148148148,WI Milwaukee,12.0,Men
2005,1280,1181,63,55,0,70.38181818181818,0.6875,Mississippi St,9.0,78.66,0.8333333333333334,Duke,1.0,Men
2005,1210,1257,76,54,0,73.12679425837321,0.6333333333333333,Georgia Tech,5.0,74.35185185185185,0.8709677419354839,Louisville,4.0,Men
2005,1163,1301,65,62,0,74.5616883116883,0.7586206896551724,Connecticut,2.0,72.55668016194332,0.59375,NC State,10.0,Men
2005,1196,1437,76,65,0,73.78260869565217,0.7666666666666667,Florida,4.0,72.03896103896103,0.7586206896551724,Villanova,5.0,Men
2005,1137,1458,71,62,0,61.20959595959596,0.7096774193548387,Bucknell,14.0,63.97159090909091,0.7333333333333333,Wisconsin,6.0,Men
2005,1454,1228,77,63,0,69.29545454545455,0.8148148148148148,WI Milwaukee,12.0,70.921875,0.9696969696969697,Illinois,1.0,Men
2005,1449,1257,93,79,0,83.3076923076923,0.8387096774193549,Washington,1.0,74.35185185185185,0.8709677419354839,Louisville,4.0,Men
2005,1181,1277,78,68,0,78.66,0.8333333333333334,Duke,1.0,75.56060606060606,0.7857142857142857,Michigan St,5.0,Men
2005,1437,1314,67,66,0,72.03896103896103,0.7586206896551724,Villanova,5.0,82.16203703703704,0.8709677419354839,North Carolina,1.0,Men
2005,1301,1458,65,56,0,72.55668016194332,0.59375,NC State,10.0,63.97159090909091,0.7333333333333333,Wisconsin,6.0,Men
2005,1246,1277,94,88,0,68.48,0.8333333333333334,Kentucky,2.0,75.56060606060606,0.7857142857142857,Michigan St,5.0,Men
2005,1458,1314,88,82,0,63.97159090909091,0.7333333333333333,Wisconsin,6.0,82.16203703703704,0.8709677419354839,North Carolina,1.0,Men
2005,1277,1314,87,71,0,75.56060606060606,0.7857142857142857,Michigan St,5.0,82.16203703703704,0.8709677419354839,North Carolina,1.0,Men
2005,1228,1314,75,70,0,70.921875,0.9696969696969697,Illinois,1.0,82.16203703703704,0.8709677419354839,North Carolina,1.0,Men
2006,1214,1284,71,49,0,66.575,0.5161290322580645,Hampton,16.0,64.39285714285714,0.5625,Monmouth NJ,16.0,Men
2006,1266,1104,90,85,0,73.04473684210527,0.6551724137931034,Marquette,7.0,68.99019607843137,0.5862068965517241,Alabama,10.0,Men
2006,1380,1181,70,54,0,64.25,0.6129032258064516,Southern Univ,16.0,80.48333333333333,0.9090909090909091,Duke,1.0,Men
2006,1375,1196,76,50,0,71.17028985507247,0.7931034482758621,South Alabama,14.0,76.63888888888889,0.8181818181818182,Florida,3.0,Men
2006,1423,1203,88,85,0,66.90571428571428,0.78125,UNC Wilmington,9.0,68.13461538461539,0.9285714285714286,G Washington,8.0,Men
2006,1102,1228,78,69,0,61.5,0.7857142857142857,Air Force,13.0,65.29333333333334,0.8064516129032258,Illinois,4.0,Men
2006,1457,1397,63,61,0,68.16666666666667,0.75,Winthrop,15.0,79.11904761904762,0.75,Tennessee,2.0,Men
2006,1125,1417,78,44,0,79.225,0.6666666666666666,Belmont,15.0,67.63888888888889,0.8181818181818182,UCLA,2.0,Men
2006,1429,1449,75,61,0,71.11931818181819,0.7333333333333333,Utah St,12.0,78.9375,0.8,Washington,5.0,Men
2006,1328,1454,82,74,0,67.2625,0.7142857142857143,Oklahoma,6.0,71.2375,0.7142857142857143,WI Milwaukee,11.0,Men
2006,1458,1112,94,75,0,69.04784688995215,0.6333333333333333,Wisconsin,9.0,72.11842105263159,0.6129032258064516,Arizona,8.0,Men
2006,1242,1133,77,73,0,70.58630952380952,0.7741935483870968,Kansas,4.0,69.9,0.6666666666666666,Bradley,13.0,Men
2006,1116,1137,59,55,0,72.84848484848484,0.7096774193548387,Arkansas,8.0,63.555,0.8620689655172413,Bucknell,9.0,Men
2006,1107,1163,72,59,0,67.28095238095239,0.6774193548387096,SUNY Albany,16.0,78.81481481481481,0.9,Connecticut,1.0,Men
2006,1143,1301,58,52,0,66.95,0.6666666666666666,California,7.0,72.76984126984127,0.7,NC State,10.0,Men
2006,1293,1314,69,65,0,66.44565217391305,0.7931034482758621,Murray St,14.0,77.32792207792208,0.7586206896551724,North Carolina,3.0,Men
2006,1335,1400,60,52,0,65.05592105263159,0.7037037037037037,Penn,15.0,71.60185185185185,0.8181818181818182,Texas,2.0,Men
2006,1454,1196,82,60,0,71.2375,0.7142857142857143,WI Milwaukee,11.0,76.63888888888889,0.8181818181818182,Florida,3.0,Men
2006,1401,1261,58,57,0,67.40178571428572,0.7241379310344828,Texas A&M,12.0,72.29545454545455,0.7333333333333333,LSU,4.0,Men
2006,1228,1449,67,64,0,65.29333333333334,0.8064516129032258,Illinois,4.0,78.9375,0.8,Washington,5.0,Men
2006,1338,1133,72,66,0,69.55952380952381,0.7741935483870968,Pittsburgh,5.0,69.9,0.6666666666666666,Bradley,13.0,Men
2006,1314,1206,65,60,0,77.32792207792208,0.7586206896551724,North Carolina,3.0,66.22981366459628,0.7666666666666667,George Mason,11.0,Men
2006,1326,1207,70,52,0,71.46,0.8333333333333334,Ohio St,2.0,64.19047619047619,0.7,Georgetown,7.0,Men
2006,1137,1272,72,56,0,63.555,0.8620689655172413,Bucknell,9.0,74.35,0.9090909090909091,Memphis,1.0,Men
2006,1455,1206,63,55,0,64.71195652173913,0.7419354838709677,Wichita St,7.0,66.22981366459628,0.7666666666666667,George Mason,11.0,Men
2006,1130,1437,60,59,0,72.07714285714286,0.78125,Boston College,4.0,72.195,0.8620689655172413,Villanova,1.0,Men
2006,1163,1206,86,84,0,78.81481481481481,0.9,Connecticut,1.0,66.22981366459628,0.7666666666666667,George Mason,11.0,Men
2006,1261,1417,59,45,0,72.29545454545455,0.7333333333333333,LSU,4.0,67.63888888888889,0.8181818181818182,UCLA,2.0,Men
2007,1197,1310,77,69,0,68.2457264957265,0.5806451612903226,Florida A&M,16.0,73.81818181818181,0.6666666666666666,Niagara,16.0,Men
2007,1330,1139,57,46,0,68.5,0.75,Old Dominion,12.0,66.78666666666666,0.8064516129032258,Butler,5.0,Men
2007,1211,1231,70,57,0,77.16521739130435,0.696969696969697,Gonzaga,10.0,67.675,0.6666666666666666,Indiana,7.0,Men
2007,1390,1257,78,58,0,68.77777777777777,0.6,Stanford,11.0,68.28282828282829,0.7096774193548387,Louisville,6.0,Men
2007,1184,1314,86,65,0,63.86602870813397,0.6333333333333333,E Kentucky,16.0,84.13095238095238,0.8235294117647058,North Carolina,1.0,Men
2007,1148,1326,78,57,0,66.56818181818181,0.6666666666666666,Central Conn,16.0,73.2,0.9090909090909091,Ohio St,1.0,Men
2007,1460,1338,79,58,0,62.62077294685991,0.71875,Wright St,14.0,68.97619047619048,0.7941176470588235,Pittsburgh,3.0,Men
2007,1451,1417,70,42,0,69.84224598930481,0.6071428571428571,Weber St,15.0,68.69999999999999,0.8333333333333334,UCLA,2.0,Men
2007,1203,1435,77,44,0,68.43478260869566,0.7419354838709677,G Washington,11.0,74.25837320574163,0.6333333333333333,Vanderbilt,6.0,Men
2007,1140,1462,79,77,0,75.39583333333334,0.75,BYU,8.0,73.77083333333334,0.75,Xavier,9.0,Men
2007,1238,1196,112,69,0,70.23076923076923,0.6060606060606061,Jackson St,16.0,75.3,0.8529411764705882,Florida,1.0,Men
2007,1112,1345,72,63,0,76.425,0.6666666666666666,Arizona,8.0,67.52597402597402,0.65625,Purdue,9.0,Men
2007,1221,1356,61,51,0,61.355,0.7575757575757576,Holy Cross,13.0,60.48076923076923,0.8125,S Illinois,4.0,Men
2007,1253,1397,121,86,0,76.4223602484472,0.7666666666666667,Long Beach St,12.0,76.83181818181818,0.6875,Tennessee,5.0,Men
2007,1394,1458,76,63,0,75.66666666666666,0.8,TAM C. Christi,15.0,64.42413793103448,0.8529411764705882,Wisconsin,2.0,Men
2007,1130,1207,62,55,0,72.59772727272727,0.6451612903225806,Boston College,7.0,64.12179487179488,0.8125,Georgetown,2.0,Men
2007,1462,1326,78,71,0,73.77083333333334,0.75,Xavier,9.0,73.2,0.9090909090909091,Ohio St,1.0,Men
2007,1257,1401,72,69,0,68.28282828282829,0.7096774193548387,Louisville,6.0,73.22333333333333,0.8064516129032258,Texas A&M,3.0,Men
